China,
Lat,Lon
31.395275,79.164154
31.437291,79.080818
31.426941,79.044144
31.409791,79.018527
31.291627,78.877654
31.287912,78.81749
31.308954,78.76825
31.502709,78.712491
31.525275,78.721931
31.552845,78.772346
31.607496,78.842484
31.675064,78.764366
31.726385,78.71582
31.77972,78.692894
31.889718,78.7361
31.910362,78.745071
31.921382,78.752782
31.939995,78.761658
31.968473,78.770754
32.006527,78.731654
32.030685,78.687485
32.059718,78.656936
32.124854,78.597491
32.161938,78.5793
32.189718,78.561382
32.214436,78.53804
32.243044,78.475939
32.251591,78.486931
32.432354,78.472345
32.510273,78.416649
32.519249,78.406326
32.533804,78.397538
32.541374,78.40668
32.5535,78.41811
32.564702,78.427082
32.581792,78.439344
32.590841,78.454276
32.593946,78.485894
32.595017,78.501076
32.60951,78.517473
32.615121,78.548604
32.610643,78.584115
32.60398,78.608625
32.61595,78.626128
32.633036,78.639031
32.644236,78.648635
32.654392,78.660009
32.660555,78.689363
32.672216,78.718375
32.694963,78.74368
32.701536,78.75853
32.678126,78.756805
32.647004,78.76379
32.642303,78.771434
32.621124,78.780099
32.601819,78.77554
32.574353,78.760308
32.556767,78.766118
32.541757,78.769025
32.512248,78.77486
32.50114,78.780974
32.480884,78.7945
32.458686,78.806716
32.44514,78.829615
32.446774,78.842377
32.443928,78.855526
32.426985,78.875828
32.411896,78.901044
32.396847,78.925044
32.386477,78.941425
32.378816,78.94949
32.363105,78.961977
32.360446,78.986575
32.387503,79.012074
32.404847,79.048554
32.407549,79.076449
32.40558,79.093846
32.416046,79.110073
32.426613,79.122688
32.431168,79.137407
32.449887,79.142604
32.478933,79.13385
32.486514,79.165036
32.495997,79.199344
32.516383,79.234838
32.532298,79.25259
32.540068,79.277161
32.5546,79.291225
32.573295,79.298871
32.600416,79.308178
32.602296,79.330033
32.597746,79.350333
32.590164,79.372278
32.568989,79.382
32.544129,79.399369
32.547878,79.425538
32.568649,79.447815
32.591634,79.46237
32.60268,79.476873
32.622942,79.500351
32.645336,79.519121
32.66477,79.537128
32.690068,79.559703
32.708142,79.573415
32.735024,79.593677
32.752598,79.607977
32.772269,79.601225
32.801546,79.573225
32.814049,79.537608
32.842838,79.510149
32.861049,79.503287
32.89549,79.471871
32.924002,79.438285
32.951154,79.417943
32.980344,79.397091
32.992353,79.380755
33.015794,79.351074
33.026033,79.361943
33.030341,79.387061
33.072651,79.383887
33.093587,79.372874
33.109489,79.379807
33.130769,79.392501
33.145713,79.398172
33.168066,79.409108
33.185414,79.419168
33.201815,79.427357
33.22763,79.441533
33.259178,79.449948
33.290158,79.443732
33.292096,79.411585
33.297218,79.37413
33.302218,79.340921
33.301923,79.333601
33.294383,79.297285
33.29851,79.276807
33.313103,79.226431
33.317465,79.180376
33.309504,79.140988
33.306138,79.10001
33.315544,79.071861
33.327128,79.038332
33.332113,79.02335
33.34264,78.991581
33.354035,78.982398
33.37031,78.979551
33.388948,78.965235
33.410282,78.945558
33.431308,78.936836
33.44864,78.93342
33.469771,78.921644
33.497893,78.931573
33.508465,78.934536
33.52594,78.944557
33.540895,78.936745
33.563644,78.923204
33.591321,78.915396
33.622499,78.9102
33.630324,78.920977
33.619598,78.957125
33.618668,78.988862
33.622311,79.020824
33.622362,79.053828
33.614214,79.088857
33.630797,79.095811
33.659141,79.083804
33.676848,79.087758
33.683889,79.073441
33.673471,79.046622
33.690829,79.027926
33.716942,79.023729
33.733692,79.043535
33.753648,79.058612
33.769644,79.069823
33.781328,79.071638
33.768182,79.050164
33.77868,79.040286
33.806947,79.0166
33.829422,78.999349
33.853785,78.987696
33.869373,78.979278
33.889635,78.968636
33.906659,78.963959
33.927027,78.950249
33.942384,78.933219
33.959133,78.921159
33.979235,78.917233
34.0075,78.9493
34.029633,78.981079
34.04709,79.015091
34.025628,79.046548
34.013593,79.088895
34.008528,79.121154
34.020433,79.151823
34.038872,79.152767
34.061527,79.167431
34.045512,79.222446
34.040938,79.255339
34.031352,79.284282
34.031261,79.321694
34.027347,79.349698
34.018442,79.373139
34.01442,79.404809
34.013781,79.426234
34.112628,79.484351
34.135913,79.496056
34.155471,79.495283
34.181711,79.494875
34.21121,79.523513
34.214708,79.561173
34.233005,79.586142
34.256727,79.602206
34.283002,79.602439
34.301698,79.597948
34.316783,79.576654
34.337684,79.567973
34.359878,79.567969
34.383556,79.570508
34.4043,79.567963
34.417235,79.567447
34.424617,79.545696
34.443968,79.521517
34.469481,79.51614
34.487398,79.556541
34.495707,79.589644
34.492861,79.631983
34.486991,79.671682
34.476333,79.73265
34.475293,79.783684
34.493602,79.811209
34.51466,79.816733
34.538057,79.813772
34.554271,79.791914
34.569842,79.774325
34.597804,79.792566
34.615102,79.786779
34.634075,79.777386
34.651224,79.793784
34.663964,79.818567
34.68214,79.835652
34.704669,79.863482
34.709333,79.897682
34.706853,79.944418
34.704537,79.968952
34.710681,80.005705
34.71492,80.036796
34.719907,80.06053
34.734307,80.065713
34.760477,80.060499
34.798563,80.074513
34.820513,80.072131
34.843612,80.083399
34.879449,80.104706
34.916852,80.126739
34.939378,80.141083
35.078951,80.176175
35.104046,80.177706
35.120919,80.174401
35.149835,80.17183
35.169651,80.175515
35.188793,80.200844
35.209263,80.217587
35.236655,80.231664
35.250073,80.239307
35.249605,80.254154
35.28553,80.266583
35.302253,80.278083
35.308339,80.282154
35.320646,80.285955
35.334546,80.288604
35.380771,80.30241
35.421677,80.305351
35.430361,80.326999
35.444347,80.345221
35.476748,80.339606
35.511376,80.347191
35.533784,80.329779
35.564459,80.315316
35.585324,80.298413
35.611472,80.263077
35.629124,80.216001
35.630903,80.175519
35.655355,80.128759
35.672589,80.112818
35.691825,80.100101
35.70594,80.083976
35.741534,80.068356
35.779048,80.059704
35.797568,80.055048
35.821933,80.031906
35.825598,79.998896
35.814147,79.961969
35.795489,79.937211
35.777421,79.910615
35.774791,79.877292
35.777964,79.843004
35.784539,79.800732
35.794688,79.761753
35.814714,79.726366
35.824816,79.689228
35.830406,79.661899
35.841178,79.620375
35.854445,79.58334
35.866193,79.561282
35.87694,79.520962
35.886352,79.473028
35.887788,79.444198
35.905788,79.424882
35.91913,79.419808
35.934782,79.408545
35.947568,79.404697
35.967682,79.403052
35.97626,79.399019
35.978461,79.379613
35.977425,79.345596
35.975076,79.319701
35.973763,79.294478
35.972061,79.264833
35.964845,79.242512
35.954287,79.225722
35.939963,79.211299
35.925713,79.211352
35.911122,79.20573
35.879061,79.219518
35.869362,79.209698
35.846539,79.198721
35.830391,79.176714
35.820768,79.148064
35.819631,79.117241
35.821764,79.082772
35.825783,79.055282
35.836446,79.017354
35.855547,78.979094
35.861222,78.966099
35.857061,78.947709
35.854773,78.919956
35.849934,78.889595
35.846246,78.856131
35.845279,78.8366
35.850277,78.811615
35.849428,78.788311
35.849633,78.76504
35.847792,78.739812
35.843616,78.705067
35.831703,78.682023
35.816362,78.66768
35.804259,78.650932
35.80016,78.630673
35.792284,78.61344
35.77533,78.583974
35.760927,78.557115
35.7558,78.536207
35.754446,78.512274
35.7583,78.489754
35.762234,78.464717
35.762317,78.445222
35.755497,78.42804
35.736548,78.412394
35.724797,78.401993
35.721089,78.386168
35.717519,78.365949
35.71162,78.336232
35.710536,78.320485
35.711102,78.302265
35.700561,78.286888
35.678647,78.283148
35.656087,78.28379
35.642149,78.277129
35.639224,78.253178
35.646029,78.236396
35.65144,78.213919
35.631784,78.205864
35.616149,78.186612
35.605419,78.178171
35.590336,78.175271
35.56431,78.171465
35.538535,78.160137
35.536852,78.146917
35.54205,78.130732
35.549956,78.111472
35.555157,78.095279
35.55976,78.08158
35.57067,78.066775
35.583617,78.053898
35.581333,78.026206
35.585417,77.99552
35.588476,77.98114
35.590644,77.961712
35.580189,77.961475
35.565887,77.967433
35.550409,77.960802
35.536873,77.959241
35.526105,77.952721
35.512191,77.946759
35.496158,77.942007
35.484919,77.934228
35.477236,77.929665
35.466968,77.924419
35.454754,77.914742
35.466344,77.893667
35.468677,77.885561
35.471279,77.868677
35.476721,77.861263
35.499329,77.838515
35.498593,77.828455
35.493317,77.813281
35.487077,77.795577
35.488367,77.770492
35.499258,77.755638
35.506056,77.738188
35.488997,77.732835
35.47077,77.731855
35.468874,77.708593
35.46416,77.692183
35.468327,77.675311
35.477108,77.661032
35.467219,77.643272
35.460613,77.620552
35.460647,77.602345
35.465837,77.586108
35.471779,77.562346
35.475464,77.544192
35.477585,77.526011
35.475458,77.510271
35.469795,77.490707
35.45674,77.474172
35.457718,77.442153
35.467485,77.429734
35.470511,77.398991
35.486386,77.374707
35.500262,77.364844
35.514413,77.346175
35.532984,77.336993
35.539217,77.355322
35.546129,77.385615
35.543867,77.408228
35.530168,77.428782
35.516185,77.441777
35.522648,77.469538
35.530813,77.492928
35.545653,77.486245
35.550976,77.483184
35.566619,77.484687
35.583993,77.481184
35.591047,77.473113
35.603181,77.453159
35.612856,77.445121
35.629693,77.442856
35.648615,77.441251
35.659936,77.431341
35.663471,77.418792
35.668969,77.410681
35.683892,77.403335
35.700242,77.384027
35.710492,77.375343
35.720318,77.363497
35.72501,77.347793
35.710791,77.331832
35.711806,77.316078
35.714942,77.299719
35.721053,77.289074
35.724361,77.284068
35.71808,77.266324
35.714367,77.250505
35.722521,77.241772
35.736966,77.233741
35.737864,77.221761
35.734246,77.202783
35.733626,77.18889
35.7465,77.180829
35.76337,77.179756
35.774715,77.17041
35.779983,77.153413
35.786187,77.140213
35.796448,77.132108
35.806165,77.124627
35.813547,77.107637
35.816011,77.096285
35.804971,77.078477
35.791597,77.051172
35.796193,77.006599
35.807816,76.947755
35.813399,76.917675
35.819786,76.896334
35.829915,76.885169
35.839542,76.874588
35.843603,76.86987
35.85849,76.845299
35.861325,76.828672
35.869257,76.805507
35.88628,76.797841
35.895454,76.786568
35.918465,76.778633
35.939867,76.754369
35.945657,76.739744
35.973832,76.725837
35.986394,76.743458
36.00452,76.757677
36.016665,76.772163
36.027791,76.787842
36.03798,76.800968
36.048381,76.804735
36.067621,76.793416
36.071798,76.785541
36.088141,76.748366
36.100287,76.720297
36.119479,76.713302
36.1457,76.706718
36.161981,76.697027
36.190308,76.666698
36.200683,76.652865
36.200746,76.628375
36.187017,76.613139
36.185268,76.601735
36.192417,76.575133
36.202126,76.546776
36.212328,76.519056
36.223872,76.498941
36.238502,76.476463
36.24734,76.464985
36.265621,76.438265
36.280066,76.446604
36.2982,76.448843
36.330736,76.420321
36.351326,76.384806
36.367824,76.373042
36.37814,76.344516
36.363862,76.305235
36.357969,76.275866
36.376662,76.236334
36.389865,76.214844
36.396959,76.194306
36.409299,76.167043
36.433305,76.141583
36.458881,76.115529
36.478086,76.101201
36.488644,76.065511
36.494822,76.042298
36.493301,76.000275
36.512678,76.000274
36.531322,75.972837
36.550543,75.939513
36.559488,75.913373
36.561848,75.882658
36.584677,75.846696
36.616695,75.811369
36.632641,75.800239
36.650605,75.791721
36.677367,75.772728
36.71031,75.749798
36.731377,75.739305
36.749464,75.720961
36.770264,75.688212
36.782839,75.66005
36.794441,75.627301
36.800839,75.603067
36.81346,75.570961
36.821935,75.544096
36.845703,75.523088
36.869327,75.51583
36.897053,75.508562
36.903987,75.482994
36.936328,75.476364
36.951114,75.482881
36.975247,75.478236
36.978537,75.458564
36.977949,75.418581
37.007823,75.405388
37.030325,75.410571
37.041534,75.417098
37.045341,75.397416
37.045637,75.370528
37.04438,75.344954
37.0417,75.30889
37.032822,75.276779
37.011991,75.259141
36.996282,75.242142
36.971897,75.221897
36.955687,75.204249
36.95185,75.179998
36.958807,75.153081
36.96419,75.129446
36.975207,75.106442
36.98676,75.081463
36.981328,75.06246
36.964823,75.024478
36.947635,75.002247
36.922291,74.976121
36.924996,74.962987
36.938957,74.951766
36.961238,74.930002
36.989702,74.906231
37.012524,74.88314
37.034044,74.885656
37.039479,74.85805
37.039124,74.843606
37.044415,74.829131
37.038416,74.814717
37.028919,74.791785
37.043996,74.773969
37.060016,74.764026
37.086278,74.75665
37.078289,74.736331
37.063264,74.70226
37.05696,74.668792
37.051725,74.631376
37.037374,74.629495
37.022561,74.62302
37.004151,74.617224
36.978468,74.620015
36.955071,74.601775
36.966492,74.589222
36.983659,74.567432
36.986018,74.561397
37.019027,74.571727
37.027818,74.565427
37.049236,74.528872
37.146464,74.394991
37.17,74.390891
37.2408,74.527827
37.250954,74.607482
37.265973,74.669436
37.3014,74.739709
37.2991,74.760327
37.273064,74.773463
37.224227,74.808727
37.237327,74.915736
37.247382,74.945254
37.312682,75.078872
37.321854,75.096645
37.406582,75.187482
37.505764,75.069436
37.522082,75.038245
37.559645,74.954282
37.578809,74.935536
37.6041,74.9211
37.652427,74.9036
37.670345,74.914427
37.686254,74.939418
37.786573,74.9865
37.8066,74.959854
37.8205,74.927063
37.841809,74.906163
37.915218,74.909991
38.007854,74.915963
38.025909,74.904854
38.043973,74.863872
38.051609,74.844436
38.073964,74.817691
38.195209,74.792482
38.300627,74.794291
38.324927,74.8029
38.343264,74.819154
38.361882,74.841236
38.385264,74.862218
38.4209,74.868172
38.472564,74.854427
38.523682,74.793172
38.563818,74.677763
38.659927,74.394991
38.674382,74.354709
38.676809,74.145191
38.666882,74.122754
38.594236,74.062136
38.567082,74.075891
38.545073,74.078745
38.5341,73.967345
38.539936,73.939418
38.591045,73.842209
38.612709,73.814009
38.6341,73.804145
38.649836,73.802182
38.761609,73.763045
38.838264,73.723454
38.858409,73.7086
38.886527,73.708182
38.912427,73.723309
38.929373,73.749845
38.936591,73.7811
38.937291,73.819218
38.947364,73.845745
38.972564,73.852345
38.996109,73.841863
39.049654,73.7761
39.076254,73.728382
39.235691,73.620045
39.261045,73.628172
39.292991,73.645536
39.341591,73.669009
39.365491,73.668872
39.454827,73.655682
39.467991,73.785809
39.473818,73.839991
39.485209,73.863727
39.599654,73.954709
39.6927,73.9247
39.7282,73.907409
39.745209,73.862345
39.768954,73.8429
39.816945,73.847827
40.042018,73.990963
40.067364,74.0247
40.111736,74.189282
40.117291,74.225963
40.111254,74.258045
40.092709,74.294845
40.092709,74.322218
40.097845,74.354291
40.107709,74.383609
40.122573,74.414982
40.139373,74.4422
40.188264,74.514709
40.222982,74.5522
40.261945,74.6004
40.340764,74.734282
40.344936,74.760545
40.332009,74.820954
40.324927,74.848872
40.327918,74.880891
40.3491,74.890754
40.365209,74.8772
40.392573,74.845127
40.407982,74.8261
40.463554,74.831936
40.503973,74.845018
40.517227,74.8588
40.519245,74.882336
40.508691,74.907909
40.491609,74.9361
40.473827,74.970963
40.465773,74.991091
40.4566,75.0211
40.447573,75.066091
40.450427,75.233936
40.482436,75.277482
40.526536,75.339709
40.608836,75.486372
40.629664,75.530818
40.644527,75.582836
40.628554,75.604291
40.594654,75.624145
40.5698,75.629836
40.537927,75.628936
40.373827,75.665818
40.334936,75.678863
40.312027,75.688172
40.298,75.703736
40.301191,75.900127
40.314945,75.943027
40.3455,75.966791
40.3666,75.983463
40.388827,76.045254
40.395773,76.068054
40.398282,76.099427
40.403827,76.2236
40.384664,76.314991
40.353236,76.3344
40.404109,76.450263
40.436745,76.493463
40.4589,76.514154
40.498691,76.526372
40.519664,76.537491
40.539382,76.551091
40.5623,76.569709
40.577582,76.586654
40.602645,76.630127
40.6191,76.644363
40.704518,76.648463
40.741264,76.648391
40.950909,76.791027
41.012582,76.870672
41.021045,76.897218
41.027436,76.921372
41.049591,77.021445
41.046536,77.073318
41.027164,77.109145
41.015982,77.139982
41.006336,77.274436
41.0273,77.338045
41.025082,77.382063
41.012727,77.436372
40.996891,77.474709
40.986064,77.505827
40.986609,77.543591
41.001891,77.684709
41.040791,77.780272
41.062445,77.827763
41.069673,77.8606
41.060227,77.997754
41.056336,78.028736
41.043973,78.054982
41.040791,78.080827
41.069254,78.138736
41.101345,78.188872
41.116054,78.206372
41.1455,78.236645
41.165127,78.246227
41.175509,78.252209
41.198,78.265272
41.229664,78.290536
41.242027,78.307482
41.253554,78.326382
41.274845,78.369827
41.293836,78.383318
41.318282,78.376645
41.353009,78.3636
41.372582,78.370536
41.392864,78.395536
41.463836,78.5311
41.531891,78.670818
41.543009,78.695527
41.554118,78.726927
41.563136,78.758318
41.641618,78.9586
41.682445,79.059418
41.719936,79.147218
41.792173,79.340818
41.831345,79.526654
41.883282,79.659009
41.884818,79.693736
41.8819,79.722209
41.882454,79.753318
41.894882,79.791645
41.924809,79.815754
41.965854,79.826236
41.992036,79.844427
42.013427,79.873172
42.019954,79.896382
42.024954,79.9236
42.034127,79.9772
42.036345,80.025272
42.034682,80.062191
42.025791,80.139709
42.026618,80.1797
42.030791,80.213872
42.039536,80.245136
42.054264,80.269436
42.083145,80.281582
42.175227,80.246091
42.196218,80.234027
42.216064,80.285127
42.252182,80.293872
42.317836,80.270518
42.334682,80.2536
42.363291,80.238309
42.632454,80.158036
42.660509,80.171918
42.789127,80.242482
42.815654,80.257954
42.829818,80.281791
42.827809,80.312482
42.822191,80.340818
42.824964,80.369009
42.885454,80.572254
42.912182,80.5745
42.930027,80.550754
42.934964,80.521654
42.9394,80.490127
42.956909,80.442272
42.994827,80.388045
43.029054,80.384045
43.132182,80.615263
43.142045,80.654845
43.141909,80.678036
43.121909,80.712345
43.107745,80.743591
43.109273,80.774563
43.124818,80.8036
43.148018,80.815954
43.1683,80.815263
43.271073,80.777772
43.4658,80.7397
43.553291,80.681654
43.665791,80.619136
43.736354,80.583882
43.813227,80.553709
43.820527,80.543318
43.841354,80.529436
43.864973,80.517763
43.894554,80.508882
43.9158,80.500827
44.033864,80.435809
44.113782,80.368872
44.155245,80.366372
44.198582,80.387072
44.231636,80.3961
44.261218,80.399991
44.357745,80.378309
44.424136,80.356645
44.447191,80.349436
44.6358,80.384991
44.706154,80.512554
44.734082,80.515891
44.765536,80.436372
44.819427,80.281936
44.824427,80.262209
44.823873,80.229572
44.808873,80.151091
44.795536,80.053318
44.794009,80.018609
44.799009,79.998745
44.868236,79.874072
44.902818,79.871054
45.0247,80.076663
45.037336,80.113172
45.041927,80.139709
45.041091,80.163036
45.038318,80.192763
45.036091,80.261382
45.0504,80.400691
45.060045,80.426027
45.108591,80.524991
45.149554,80.7436
45.151918,80.765827
45.150254,80.916927
45.168309,81.003872
45.206082,81.147763
45.234554,81.239291
45.270391,81.396663
45.278173,81.451509
45.280945,81.486509
45.2897,81.531372
45.295818,81.556363
45.3072,81.582763
45.319982,81.605672
45.341918,81.646382
45.3497,81.679282
45.351918,81.713882
45.345118,81.751727
45.321373,81.783182
45.305809,81.797763
45.272754,81.811509
45.219518,81.807618
45.196227,81.824154
45.157482,81.948027
45.153864,81.9772
45.159418,82.013045
45.168864,82.043454
45.181364,82.071927
45.198582,82.123027
45.212754,82.168318
45.227754,82.224427
45.235809,82.270827
45.237754,82.296936
45.234009,82.321936
45.219836,82.348172
45.138873,82.459163
45.127473,82.481654
45.119418,82.514991
45.122336,82.545254
45.133027,82.566372
45.152618,82.586654
45.179282,82.603727
45.233036,82.632345
45.266091,82.642491
45.308027,82.652482
45.345527,82.6586
45.385391,82.659845
45.410254,82.655545
45.435809,82.646236
45.455945,82.610545
45.463864,82.589154
45.4697,82.561654
45.475809,82.525545
45.477473,82.485809
45.484564,82.409845
45.499418,82.353591
45.510536,82.335127
45.529418,82.319718
45.544791,82.314927
45.5831,82.321791
45.715118,82.387072
45.761927,82.413936
45.797554,82.445818
45.819436,82.464427
45.840818,82.480818
45.8636,82.493863
45.901927,82.510818
45.932764,82.520263
46.074991,82.558872
46.108736,82.560118
46.137209,82.562482
46.167764,82.571382
46.230118,82.607209
46.264154,82.633736
46.2861,82.655545
46.301654,82.671918
46.326791,82.692618
46.354154,82.708882
46.474064,82.757509
46.586927,82.797482
46.622754,82.807482
46.641927,82.815809
46.698864,82.842482
46.7636,82.873872
46.8054,82.898736
46.842618,82.929291
46.868045,82.952836
46.893318,82.971372
46.9304,82.9979
46.953182,83.011236
46.975545,83.018872
47.084436,83.031663
47.164573,83.038382
47.200618,83.034427
47.219991,83.061936
47.224709,83.121372
47.224709,83.155127
47.216636,83.185718
47.211664,83.184709
47.184154,83.230127
47.176382,83.256527
47.172491,83.299145
47.167773,83.328327
47.160273,83.354982
47.135691,83.424982
47.124154,83.443172
47.110691,83.460127
47.063327,83.558727
47.048745,83.612063
47.036945,83.693591
47.029436,83.738591
47.025554,83.760272
47.020827,83.7811
47.011936,83.806091
46.9911,83.853736
46.977209,83.899991
46.973318,83.930263
46.971654,84.085818
46.971654,84.1111
46.980409,84.143182
46.998673,84.179491
47.003882,84.2236
47.0075,84.294709
47.006664,84.319445
46.990827,84.594436
46.994436,84.652354
46.993609,84.678036
46.978673,84.718318
46.935682,84.774291
46.914436,84.781927
46.889436,84.773882
46.866664,84.760272
46.833154,84.744418
46.8277,84.803172
46.864509,84.962836
46.875545,84.976654
46.896445,84.984563
46.917636,85.023318
46.922773,85.064018
46.9318,85.082345
46.944991,85.097763
46.948327,85.098036
46.981936,85.168591
47.000136,85.191927
47.017209,85.205263
47.039,85.218982
47.052627,85.266927
47.050827,85.2986
47.0511,85.380536
47.059109,85.522563
47.1368,85.565545
47.217973,85.689491
47.262218,85.701382
47.375964,85.7029
47.409154,85.682209
47.452773,85.639436
47.473327,85.621645
47.499436,85.609145
47.522218,85.603872
47.561936,85.612491
47.5975,85.623309
47.6211,85.622209
47.764164,85.585682
47.8611,85.556363
47.890273,85.5472
47.937218,85.537072
47.969918,85.544845
47.996382,85.569609
48.016391,85.579709
48.070827,85.601382
48.091936,85.605818
48.124718,85.603736
48.165127,85.618182
48.356382,85.739154
48.393327,85.765963
48.405818,85.783054
48.413882,85.803591
48.420827,85.838882
48.423327,85.858872
48.428882,85.915263
48.437073,86.030536
48.434718,86.098036
48.431936,86.138882
48.4286,86.161654
48.426654,86.1861
48.426591,86.234909
48.455827,86.297072
48.4743,86.307482
48.487773,86.322482
48.495273,86.344145
48.499582,86.382345
48.497491,86.414991
48.493882,86.437763
48.494436,86.468045
48.542773,86.597909
48.570273,86.605127
48.608045,86.638045
48.623882,86.654436
48.6686,86.709991
48.701382,86.758745
48.7211,86.778882
48.823882,86.807754
48.885691,86.768736
48.910891,86.746372
48.941373,86.734418
48.972,86.731027
49.023609,86.770827
49.1102,86.876018
49.1311,87.120818
49.132218,87.1754
49.123045,87.201382
49.097773,87.316372
49.092618,87.348209
49.084991,87.373872
49.078327,87.4122
49.077491,87.446636
49.079718,87.466936
49.099164,87.507345
49.117218,87.519291
49.163045,87.705263
49.171382,87.807482
49.173327,87.836109
49.172954,87.8407
49.113609,87.868045
49.005554,87.898882
48.983045,87.892909
48.954918,87.873036
48.945264,87.842209
48.939991,87.812191
48.919573,87.774845
48.881036,87.7611
48.794654,87.842482
48.7618,87.933872
48.766382,87.957491
48.765754,87.991582
48.747218,88.039154
48.734991,88.059418
48.696554,88.086482
48.646945,88.032482
48.610764,87.974363
48.587773,87.967482
48.565409,87.991936
48.556382,88.013609
48.544718,88.047209
48.500691,88.191227
48.501664,88.212627
48.505554,88.241782
48.479991,88.320263
48.405818,88.516791
48.348327,88.591091
48.316727,88.592136
48.287218,88.583045
48.230264,88.598454
48.211936,88.611782
48.179991,88.659854
48.116382,88.861372
48.114164,88.937336
48.102773,88.956372
48.050691,89.019009
48.030545,89.039154
48.005827,89.063318
47.993736,89.085136
47.980818,89.224845
48.001173,89.293354
48.046736,89.389918
48.042082,89.548727
48.027282,89.592763
48.007773,89.602645
47.982573,89.601372
47.911427,89.670263
47.829264,89.785536
47.835282,89.931236
47.848209,89.962627
47.877936,89.9688
47.893682,89.9918
47.887909,90.070963
47.862982,90.0904
47.830827,90.0811
47.789582,90.087072
47.7686,90.100263
47.732209,90.143109
47.697073,90.268327
47.627973,90.3512
47.556654,90.399427
47.527773,90.424991
47.500273,90.465818
47.317073,90.493309
47.244436,90.544145
47.1961,90.581663
47.041936,90.711382
46.997491,90.769018
46.994154,90.810818
46.994854,90.835682
46.9886,90.857209
46.970545,90.890272
46.952218,90.9136
46.889991,90.950272
46.751936,91.029163
46.724845,91.043309
46.671109,91.036372
46.600109,91.020245
46.577354,91.070263
46.542773,91.061091
46.523609,91.053591
46.351109,90.960536
46.325264,90.931227
46.296936,90.921509
46.197773,90.961927
46.173327,90.975263
46.155818,90.989009
46.134227,91.016727
46.108045,91.026654
46.017354,91.026509
45.9959,91.003391
45.973045,90.965
45.9586,90.945527
45.903045,90.874145
45.887218,90.856936
45.735545,90.719436
45.579718,90.681927
45.492073,90.683872
45.469982,90.718318
45.450264,90.753454
45.436382,90.777209
45.3711,90.807754
45.253054,90.896945
45.2236,91.011382
45.224154,91.038872
45.213464,91.137909
45.200827,91.164291
45.170964,91.190663
45.1511,91.230545
45.143609,91.250545
45.134018,91.285954
45.119018,91.379154
45.1261,91.401927
45.153118,91.443591
45.152427,91.471163
45.124436,91.501936
45.096936,91.530272
45.077282,91.560882
45.074718,91.867754
45.082218,92.013045
45.084164,92.038591
45.083054,92.067491
45.079436,92.092482
45.026382,92.310254
45.003327,92.492763
45.022073,92.653454
45.033882,92.720536
45.041382,92.756945
45.047636,92.788109
45.045827,92.882754
45.025691,92.928654
45.009718,92.990263
45.009991,93.086654
45.010827,93.148609
45.013882,93.172209
45.016391,93.179427
44.998045,93.233045
44.989991,93.260545
44.9836,93.292072
44.984991,93.317491
44.990827,93.370254
44.962209,93.530818
44.957218,93.5547
44.950827,93.574436
44.923045,93.655254
44.915827,93.674991
44.896664,93.716091
44.875827,93.735263
44.8625,93.755554
44.828609,93.835536
44.818327,93.860809
44.797773,93.919709
44.777491,93.970263
44.722627,94.0854
44.709991,94.110809
44.632209,94.246091
44.590409,94.313463
44.575,94.330272
44.557209,94.343045
44.515545,94.441927
44.479991,94.529982
44.4518,94.603182
44.415545,94.656372
44.392491,94.6847
44.372354,94.7029
44.354991,94.717345
44.257082,95.028736
44.272764,95.179154
44.275554,95.202772
44.287773,95.285809
44.294164,95.410609
44.275754,95.419982
44.248191,95.397345
44.226236,95.375818
44.177773,95.350263
44.158045,95.3461
44.019364,95.341091
44.009718,95.358872
44.005554,95.384154
43.998882,95.426654
43.993609,95.477763
43.993118,95.533391
43.859027,95.627063
43.805827,95.638882
43.784718,95.645827
43.759164,95.656372
43.7386,95.665263
43.719436,95.6747
43.632218,95.720127
43.584991,95.746372
43.533882,95.778591
43.4886,95.807482
43.454018,95.8343
43.435127,95.850954
43.410827,95.8654
43.354718,95.869427
43.319436,95.869982
43.283882,95.879009
43.234018,95.917209
43.216664,95.940263
43.081664,96.123027
42.906936,96.356936
42.734991,96.382063
42.731754,96.398463
42.744154,96.5686
42.754436,96.725818
42.7561,96.761109
42.758609,96.846372
42.759991,96.959718
42.761382,96.9986
42.795827,97.1654
42.767345,97.386154
42.757773,97.449709
42.7461,97.533054
42.736654,97.602763
42.714436,97.755263
42.703991,97.826518
42.666936,98.074154
42.648327,98.199145
42.645827,98.221372
42.640827,98.319718
42.6386,98.361927
42.631664,98.488309
42.615545,98.769145
42.586791,99.240372
42.5836,99.3022
42.571945,99.510127
42.6536,99.986372
42.649027,100.031518
42.644436,100.133327
42.641109,100.254991
42.689573,100.312763
42.681664,100.696927
42.677073,100.842482
42.652491,100.972763
42.604718,101.219709
42.5675,101.411372
42.530545,101.595545
42.509718,101.8147
42.322773,101.9922
42.2761,102.035536
42.233327,102.077209
42.1511,102.442463
42.154709,102.471363
42.161664,102.515263
42.166664,102.550263
42.161373,102.712491
42.096382,102.882754
41.994154,103.143882
41.912491,103.3522
41.887218,103.416382
41.802491,103.849427
41.804291,104.069427
41.877209,104.526654
41.761382,104.525272
41.670682,104.523736
41.645827,104.684418
41.649718,104.847636
41.651927,104.930545
41.586654,105.006509
41.7468,105.222491
41.785273,105.350809
41.8343,105.474982
41.891382,105.588318
41.9875,105.855263
